task_id,project_id,project_domain,project_status,project_budget,project_start_days_ago,assignee_id,assignee_role,assignee_experience,assignee_availability,assignee_cost_rate,assignee_recent_hours,assignee_utilization,task_type,priority,complexity_score,status,progress_percentage,estimated_effort_hours,estimated_duration_days,num_dependencies,dependency_depth,num_risks,max_risk_severity,max_risk_severity_ord,avg_risk_probability,risk_level,actual_effort_hours,actual_duration_days,is_delayed,delay_days,effort_overrun_ratio
131,6,Cybersecurity,On Hold,195000,809,83,Senior Developer,7.4,0.85,159.62,46.2,0.561,Documentation,Medium,6,Not Started,30.2,25.1,2,1,4,0,None,0,0,Low,6.7,0,0,0,0
132,6,Cybersecurity,On Hold,195000,809,141,Project Manager,4.7,0.61,161.93,59,0.514,Database Design,High,8.5,In Progress,51.5,54.7,12,1,4,3,159,2,0.58,Medium,33,6,0,0,0
133,6,Cybersecurity,On Hold,195000,809,77,Developer,0.8,0.81,97.06,49.6,0.574,Security Review,Low,7.1,Not Started,10.8,8.8,1,2,5,0,None,0,0,Low,1,0,0,0,0
134,6,Cybersecurity,On Hold,195000,809,56,QA Engineer,6.3,0.55,113.56,28,0.22,API Integration,Medium,2.5,In Progress,0.1,20.1,2,1,4,1,163,3,0.44,High,0,0,0,0,0
135,6,Cybersecurity,On Hold,195000,809,84,Developer,5.8,0.95,106.1,66.9,0.908,Frontend Development,Medium,2.5,Not Started,5,37.9,11,2,5,0,None,0,0,Low,1.5,0,0,0,0
136,6,Cybersecurity,On Hold,195000,809,150,Developer,3.4,0.85,100.17,67.4,0.818,Backend Development,Low,1.9,Not Started,13.3,14.1,1,1,1,2,165,4,0.815,Critical,1.9,0,0,0,0
137,6,Cybersecurity,On Hold,195000,809,3,QA Engineer,6.9,0.51,117.71,25.8,0.188,Frontend Development,Medium,1.5,In Progress,23.5,6,1,3,5,0,None,0,0,Low,1.3,0,0,0,0
138,6,Cybersecurity,On Hold,195000,809,122,QA Engineer,3.1,0.69,83.36,66.6,0.656,Backend Development,Medium,4.7,Blocked,25.7,112.8,38,2,1,0,None,0,0,Low,29.5,9,0,0,0
139,7,Education,Completed,95000,1032,35,Project Manager,1.2,0.61,125.35,60,0.523,Code Review,Medium,4.7,Completed,100,117.5,19,0,0,1,169,4,0.48,Critical,165.6,25,1,6,0.409
140,7,Education,Completed,95000,1032,125,DevOps Engineer,0.5,0.84,113.06,49.2,0.59,Testing & QA,High,6.5,Completed,100,7,1,0,0,1,170,2,0.26,Medium,6.3,1,0,0,0
141,7,Education,Completed,95000,1032,76,Senior Developer,8.1,0.97,160.61,50.2,0.696,Code Review,Medium,4.5,Completed,100,36.7,3,2,1,1,171,3,0.19,High,52.4,3,0,0,0.428
142,7,Education,Completed,95000,1032,49,Senior Developer,6.2,0.84,130.17,27.3,0.328,Security Review,High,1.2,Completed,100,72.3,1,1,1,1,172,2,0.31,Medium,105,0,0,0,0.452
143,7,Education,Completed,95000,1032,90,Project Manager,0.5,0.81,112.8,42,0.486,Performance Optimization,Low,7.2,Completed,100,45.2,15,3,2,0,None,0,0,Low,44.2,13,0,0,0
144,7,Education,Completed,95000,1032,71,Project Manager,0.5,0.97,134.17,49.1,0.68,DevOps Setup,High,8.5,Completed,100,104.6,19,2,3,0,None,0,0,Low,154.3,28,1,9,0.475
145,7,Education,Completed,95000,1032,142,Developer,2,0.51,102.29,64.9,0.473,Research,High,5.1,Completed,100,200,51,0,0,0,None,0,0,Low,210.3,76,1,25,0.052
146,7,Education,Completed,95000,1032,40,Developer,4,0.68,111.62,47.9,0.465,Database Design,Low,4.5,Completed,100,15.6,1,0,0,0,None,0,0,Low,21.3,1,0,0,0.365
147,7,Education,Completed,95000,1032,68,Senior Developer,4,0.95,135.46,48.1,0.653,Documentation,Medium,5.9,Completed,100,30.7,4,2,1,0,None,0,0,Low,45.4,3,0,0,0.479
148,7,Education,Completed,95000,1032,1,Developer,4.2,0.87,104.88,47.9,0.595,Security Review,Medium,4.4,Completed,100,102.4,11,0,0,0,None,0,0,Low,139.5,13,1,2,0.362
149,7,Education,Completed,95000,1032,98,Developer,4,0.98,106.85,20.1,0.281,Deployment,High,4.2,Completed,100,42.7,3,2,2,2,179,2,0.375,Medium,47.8,2,0,0,0.119
150,7,Education,Completed,95000,1032,5,Developer,1.8,0.65,93.11,53.8,0.5,Code Review,Low,6.9,Completed,100,14.5,4,3,2,0,None,0,0,Low,18.8,3,0,0,0.297
151,7,Education,Completed,95000,1032,62,Senior Developer,4.2,0.77,138.21,34.8,0.383,Performance Optimization,High,5.4,Completed,100,23.6,5,2,2,0,None,0,0,Low,21.2,7,1,2,0
152,7,Education,Completed,95000,1032,138,Senior Developer,3.5,0.53,119.4,63.9,0.484,DevOps Setup,High,7.9,Completed,100,8.5,1,2,2,1,183,3,0.26,High,11.5,1,0,0,0.353
153,7,Education,Completed,95000,1032,135,Developer,1.2,0.89,91.15,38.2,0.486,Research,Medium,2.3,Completed,100,36.5,6,0,0,0,None,0,0,Low,46.3,8,1,2,0.268
154,7,Education,Completed,95000,1032,142,Developer,2,0.51,102.29,64.9,0.473,Data Migration,Medium,2.8,Completed,100,179.9,19,0,0,2,185,2,0.545,Medium,256,27,1,8,0.423
155,7,Education,Completed,95000,1032,83,Senior Developer,7.4,0.85,159.62,46.2,0.561,Database Design,High,6.4,Completed,100,62.5,11,2,1,1,187,2,0.32,Medium,85.4,16,1,5,0.366
156,7,Education,Completed,95000,1032,29,Senior Developer,6.2,0.66,144.35,48.6,0.458,UI/UX Design,High,5.3,Completed,100,48.1,3,3,3,2,189,2,0.445,Medium,64.5,3,0,0,0.341
157,7,Education,Completed,95000,1032,18,Senior Developer,4.2,0.64,134.24,32.8,0.3,Frontend Development,Medium,2.9,Completed,100,53.4,4,0,0,0,None,0,0,Low,58.6,6,1,2,0.097
158,7,Education,Completed,95000,1032,34,UI/UX Designer,3.8,0.95,107.94,53,0.719,Backend Development,High,1.7,Completed,100,12.9,1,3,3,0,None,0,0,Low,18.6,1,0,0,0.442
159,7,Education,Completed,95000,1032,52,UI/UX Designer,4.2,0.97,101.01,34.8,0.482,Database Design,High,3.4,Completed,100,34.4,8,0,0,3,193,4,0.357,Critical,50.4,8,0,0,0.465
160,7,Education,Completed,95000,1032,26,Developer,6.4,0.56,116.99,64.4,0.515,Frontend Development,Medium,3.4,Completed,100,67.8,3,2,4,1,195,1,0.98,Low,63.3,4,1,1,0
161,7,Education,Completed,95000,1032,100,Senior Developer,8.6,0.68,165.41,31.6,0.307,Backend Development,Medium,3.4,Completed,100,124.7,25,1,2,0,None,0,0,Low,157.5,36,1,11,0.263
162,7,Education,Completed,95000,1032,66,Senior Developer,7,0.55,144.57,66,0.519,Data Migration,Medium,2.7,Completed,100,6.4,1,2,2,1,197,2,0.51,Medium,5.5,1,0,0,0
163,8,HR Platform,Completed,54000,1074,137,UI/UX Designer,3,0.51,102.85,24.3,0.177,Frontend Development,High,1.3,Completed,100,9.9,1,0,0,2,198,1,0.365,Low,11,0,0,0,0.111
164,8,HR Platform,Completed,54000,1074,135,Developer,1.2,0.89,91.15,38.2,0.486,UI/UX Design,Low,1.4,Completed,100,50.4,1,0,0,0,None,0,0,Low,63.8,1,0,0,0.266
165,8,HR Platform,Completed,54000,1074,46,Developer,4.9,0.68,108.63,38.6,0.375,Data Migration,Medium,10,Completed,100,74.1,10,0,0,0,None,0,0,Low,102.1,14,1,4,0.378
166,8,HR Platform,Completed,54000,1074,107,Developer,3.5,0.51,101.59,64,0.466,Security Review,High,1.6,Completed,100,58.2,2,0,0,2,202,2,0.61,Medium,52.9,3,1,1,0
167,8,HR Platform,Completed,54000,1074,148,DevOps Engineer,1,0.73,107.02,27.8,0.29,Code Review,Low,8.7,Completed,100,82.1,17,2,1,1,204,1,0.37,Low,123,18,1,1,0.498
168,8,HR Platform,Completed,54000,1074,110,QA Engineer,0.5,0.97,80.13,50.7,0.703,DevOps Setup,High,2.2,Completed,100,29.5,3,0,0,0,None,0,0,Low,26.9,3,0,0,0
169,8,HR Platform,Completed,54000,1074,47,QA Engineer,4.5,0.55,104.57,24.2,0.19,Bug Fixing,Low,6.9,Completed,100,3.8,1,0,0,0,None,0,0,Low,3.7,0,0,0,0
170,8,HR Platform,Completed,54000,1074,87,Senior Developer,7.7,0.52,138.25,58.3,0.433,Security Review,Medium,7.9,Completed,100,69.9,19,1,1,1,207,3,0.53,High,57.8,28,1,9,0
171,8,HR Platform,Completed,54000,1074,114,Developer,5.1,0.81,114.73,65.6,0.759,Data Migration,Low,6.6,Completed,100,119.8,40,3,1,1,208,1,0.31,Low,168.3,52,1,12,0.405
172,8,HR Platform,Completed,54000,1074,81,QA Engineer,4.3,0.93,105.23,47.8,0.635,Bug Fixing,Medium,7.8,Completed,100,39.4,6,3,2,0,None,0,0,Low,43.7,8,1,2,0.109
173,8,HR Platform,Completed,54000,1074,84,Developer,5.8,0.95,106.1,66.9,0.908,Security Review,Critical,6.4,Completed,100,6.5,1,2,2,2,210,2,0.69,Medium,10.4,1,0,0,0.6
174,8,HR Platform,Completed,54000,1074,111,Project Manager,3.7,0.54,137.05,43.6,0.336,Research,Medium,10,Completed,100,5.7,1,3,3,1,212,2,0.15,Medium,8.5,1,0,0,0.491
175,8,HR Platform,Completed,54000,1074,62,Senior Developer,4.2,0.77,138.21,34.8,0.383,Research,High,6.3,Completed,100,70.1,16,0,0,1,213,2,0.57,Medium,64.6,19,1,3,0
176,8,HR Platform,Completed,54000,1074,97,Developer,7.4,0.83,111.32,37.2,0.441,Performance Optimization,Medium,9.5,Completed,100,9.3,2,1,1,3,216,4,0.527,Critical,8.5,2,0,0,0
177,8,HR Platform,Completed,54000,1074,66,Senior Developer,7,0.55,144.57,66,0.519,Deployment,Medium,6.8,Completed,100,125.9,32,1,1,0,None,0,0,Low,125,32,0,0,0
178,8,HR Platform,Completed,54000,1074,115,Developer,5,0.64,99.4,55.9,0.511,DevOps Setup,Critical,2.6,Completed,100,145,44,3,2,0,None,0,0,Low,225.2,53,1,9,0.553
179,8,HR Platform,Completed,54000,1074,9,Project Manager,3.2,0.8,126.57,40.8,0.466,UI/UX Design,Low,1.2,Completed,100,22.1,4,1,1,2,220,3,0.47,High,29.7,5,1,1,0.344
180,8,HR Platform,Completed,54000,1074,133,Project Manager,0.5,0.91,134,20,0.26,Testing & QA,Medium,8.2,Completed,100,91.5,19,0,0,0,None,0,0,Low,134.7,24,1,5,0.472
181,8,HR Platform,Completed,54000,1074,78,Developer,3.4,0.57,99.81,27.5,0.224,Database Design,Critical,2.4,Completed,100,1.6,1,2,2,3,222,2,0.45,Medium,2.4,1,0,0,0.5
182,8,HR Platform,Completed,54000,1074,57,Project Manager,3.6,0.67,137.33,56.1,0.537,Backend Development,Medium,4.2,Completed,100,200,59,0,0,0,None,0,0,Low,167.3,54,0,0,0
183,8,HR Platform,Completed,54000,1074,6,QA Engineer,1.8,0.72,83.56,53.9,0.554,API Integration,High,6.5,Completed,100,12.6,1,3,3,1,226,3,0.72,High,19.7,1,0,0,0.563
184,8,HR Platform,Completed,54000,1074,71,Project Manager,0.5,0.97,134.17,49.1,0.68,Deployment,High,9,Completed,100,55.4,7,3,2,1,227,1,0.81,Low,54.1,9,1,2,0
185,8,HR Platform,Completed,54000,1074,143,QA Engineer,3.6,0.54,95.42,67.4,0.52,Bug Fixing,Medium,5.2,Completed,100,46.8,8,2,2,0,None,0,0,Low,65.2,7,0,0,0.393
186,9,Logistics,In Progress,544000,1184,20,Developer,2,0.89,87.87,54.3,0.69,Performance Optimization,Medium,1.6,Completed,100,26.2,3,0,0,1,229,4,0.67,Critical,24.3,3,0,0,0
187,9,Logistics,In Progress,544000,1184,45,Project Manager,5.9,0.62,162.49,29,0.257,Code Review,Medium,1.9,Blocked,10.9,13.5,1,1,1,1,230,2,0.57,Medium,1.3,0,0,0,0
188,9,Logistics,In Progress,544000,1184,77,Developer,0.8,0.81,97.06,49.6,0.574,Documentation,High,3.5,In Progress,69.9,25.1,4,2,2,0,None,0,0,Low,17.7,2,0,0,0
189,9,Logistics,In Progress,544000,1184,21,UI/UX Designer,5.6,0.89,105.39,40.2,0.511,Backend Development,High,3.3,Blocked,17.4,58.9,7,3,3,0,None,0,0,Low,11.1,1,0,0,0
190,9,Logistics,In Progress,544000,1184,90,Project Manager,0.5,0.81,112.8,42,0.486,Deployment,Low,2.3,Not Started,0,21.7,4,0,0,0,None,0,0,Low,0,0,0,0,0
191,9,Logistics,In Progress,544000,1184,31,UI/UX Designer,6.7,0.61,109.98,23.9,0.208,Bug Fixing,High,2.4,Blocked,7.9,17,4,2,2,1,234,1,0.8,Low,1.4,0,0,0,0
192,9,Logistics,In Progress,544000,1184,98,Developer,4,0.98,106.85,20.1,0.281,Research,High,2.2,In Progress,53.6,21,5,0,0,1,235,3,0.57,High,12.1,2,0,0,0
193,9,Logistics,In Progress,544000,1184,82,Developer,4.3,0.76,103.31,47.2,0.512,Backend Development,Medium,5.4,In Progress,16.2,46.5,2,3,4,0,None,0,0,Low,7.8,0,0,0,0
194,9,Logistics,In Progress,544000,1184,129,Project Manager,0.9,0.57,131.96,52.4,0.427,Security Review,Medium,1.5,Not Started,0,84.6,20,2,1,2,237,2,0.775,Medium,0,0,0,0,0
195,9,Logistics,In Progress,544000,1184,101,UI/UX Designer,4.1,0.74,99.73,37.9,0.401,Code Review,Medium,7.5,In Progress,53.1,17.1,1,0,0,2,239,3,0.445,High,10.3,0,0,0,0
196,9,Logistics,In Progress,544000,1184,57,Project Manager,3.6,0.67,137.33,56.1,0.537,Documentation,High,3.8,In Progress,50.4,2,1,2,2,2,241,1,0.45,Low,1.4,0,0,0,0
197,9,Logistics,In Progress,544000,1184,38,Developer,2.4,0.56,92.11,68.7,0.55,UI/UX Design,Medium,2.8,Blocked,22.1,51.5,7,3,4,0,None,0,0,Low,12.5,1,0,0,0
198,9,Logistics,In Progress,544000,1184,147,Senior Developer,11.5,0.64,162.44,51,0.466,Database Design,Medium,8.5,Blocked,17.6,91.3,1,2,5,0,None,0,0,Low,18.4,0,0,0,0
199,9,Logistics,In Progress,544000,1184,68,Senior Developer,4,0.95,135.46,48.1,0.653,Code Review,Low,5.1,Blocked,31.7,5.7,1,1,6,0,None,0,0,Low,1.5,0,0,0,0
200,9,Logistics,In Progress,544000,1184,34,UI/UX Designer,3.8,0.95,107.94,53,0.719,Frontend Development,Medium,6.2,Blocked,22.1,10.9,2,3,6,0,None,0,0,Low,2.5,0,0,0,0
201,9,Logistics,In Progress,544000,1184,125,DevOps Engineer,0.5,0.84,113.06,49.2,0.59,Deployment,Low,4.3,Completed,100,7.3,1,2,7,1,247,1,0.24,Low,8.7,0,0,0,0.192
202,9,Logistics,In Progress,544000,1184,144,Developer,3,0.98,98.2,64.3,0.9,UI/UX Design,High,3.5,Completed,100,5.4,1,3,6,2,248,2,0.7,Medium,5.6,1,0,0,0.037
203,10,Healthcare,Completed,475000,1107,90,Project Manager,0.5,0.81,112.8,42,0.486,Deployment,Medium,9.7,Completed,100,52.3,7,0,0,3,252,3,0.513,High,62.8,7,0,0,0.201
204,10,Healthcare,Completed,475000,1107,114,Developer,5.1,0.81,114.73,65.6,0.759,Performance Optimization,High,4.3,Completed,100,142.8,17,1,1,2,254,3,0.505,High,138.5,21,1,4,0
205,10,Healthcare,Completed,475000,1107,12,UI/UX Designer,2.3,0.56,100.25,30.7,0.246,Performance Optimization,Low,7.1,Completed,100,17.5,3,1,2,1,255,2,0.75,Medium,16.7,3,0,0,0
206,10,Healthcare,Completed,475000,1107,52,UI/UX Designer,4.2,0.97,101.01,34.8,0.482,Bug Fixing,High,3.4,Completed,100,21.5,4,0,0,1,256,3,0.59,High,19.2,6,1,2,0
207,10,Healthcare,Completed,475000,1107,22,UI/UX Designer,5.3,0.68,105.1,44.9,0.436,Data Migration,Medium,2.4,Completed,100,168.1,37,2,2,0,None,0,0,Low,188.4,42,1,5,0.121
208,10,Healthcare,Completed,475000,1107,63,Developer,0.5,0.86,82.55,56.6,0.695,Frontend Development,High,9.3,Completed,100,31.9,2,0,0,0,None,0,0,Low,27.2,2,0,0,0
209,10,Healthcare,Completed,475000,1107,74,DevOps Engineer,2.8,0.65,116.95,22.5,0.209,Performance Optimization,Critical,5.2,Completed,100,47,7,0,0,0,None,0,0,Low,55.4,10,1,3,0.179
210,10,Healthcare,Completed,475000,1107,29,Senior Developer,6.2,0.66,144.35,48.6,0.458,Backend Development,Medium,6.4,Completed,100,1.2,1,0,0,1,260,2,0.29,Medium,1.8,1,0,0,0.5
211,10,Healthcare,Completed,475000,1107,6,QA Engineer,1.8,0.72,83.56,53.9,0.554,Testing & QA,Medium,2.5,Completed,100,135.1,18,2,1,1,261,2,0.18,Medium,111,18,0,0,0
212,10,Healthcare,Completed,475000,1107,138,Senior Developer,3.5,0.53,119.4,63.9,0.484,DevOps Setup,Medium,6.5,Completed,100,39.2,1,0,0,0,None,0,0,Low,56.3,1,0,0,0.436
213,10,Healthcare,Completed,475000,1107,134,Developer,0.5,0.99,91.54,66.2,0.936,API Integration,Medium,1.3,Completed,100,15.2,2,3,2,0,None,0,0,Low,18,2,0,0,0.184
214,10,Healthcare,Completed,475000,1107,124,DevOps Engineer,2.7,0.82,117.95,60.4,0.708,Deployment,Medium,1.2,Completed,100,23.5,4,2,1,1,264,3,0.31,High,26.2,4,0,0,0.115
215,10,Healthcare,Completed,475000,1107,37,Developer,3,0.71,92.32,58.5,0.593,Performance Optimization,High,3.5,Completed,100,44.7,4,0,0,1,265,2,0.79,Medium,46.2,4,0,0,0.034
216,10,Healthcare,Completed,475000,1107,5,Developer,1.8,0.65,93.11,53.8,0.5,Code Review,High,2.1,Completed,100,184,21,2,2,0,None,0,0,Low,271.8,22,1,1,0.477
217,10,Healthcare,Completed,475000,1107,135,Developer,1.2,0.89,91.15,38.2,0.486,UI/UX Design,Medium,4.5,Completed,100,80.8,14,3,3,0,None,0,0,Low,68.4,12,0,0,0
218,10,Healthcare,Completed,475000,1107,16,Senior Developer,6.4,0.52,140.13,60.9,0.452,Backend Development,Medium,8,Completed,100,37.3,10,3,3,0,None,0,0,Low,36,11,1,1,0
219,10,Healthcare,Completed,475000,1107,70,Senior Developer,9.6,0.6,170.04,37.9,0.325,Testing & QA,Medium,3.4,Completed,100,60.7,11,1,1,1,269,1,0.94,Low,74.5,15,1,4,0.227
220,10,Healthcare,Completed,475000,1107,3,QA Engineer,6.9,0.51,117.71,25.8,0.188,Backend Development,Medium,9.5,Completed,100,94,12,2,1,0,None,0,0,Low,133.4,17,1,5,0.419
221,10,Healthcare,Completed,475000,1107,70,Senior Developer,9.6,0.6,170.04,37.9,0.325,Frontend Development,Medium,9.7,Completed,100,10.4,1,0,0,3,272,3,0.763,High,8.4,1,0,0,0
222,10,Healthcare,Completed,475000,1107,93,Senior Developer,0.9,0.9,109.68,41,0.527,Data Migration,High,9.9,Completed,100,94.8,27,1,2,0,None,0,0,Low,97.6,30,1,3,0.03
223,10,Healthcare,Completed,475000,1107,75,Developer,1.9,0.58,94.13,51.2,0.424,Research,Low,4.1,Completed,100,4.6,1,2,3,2,275,4,0.77,Critical,6.4,1,0,0,0.391
224,11,IoT,In Progress,2042000,1074,5,Developer,1.8,0.65,93.11,53.8,0.5,DevOps Setup,Medium,9.7,Completed,100,8.3,1,0,0,2,277,2,0.245,Medium,8.9,1,0,0,0.072
225,11,IoT,In Progress,2042000,1074,78,Developer,3.4,0.57,99.81,27.5,0.224,DevOps Setup,High,7,Not Started,0,47.4,7,0,0,0,None,0,0,Low,0,0,0,0,0
226,11,IoT,In Progress,2042000,1074,16,Senior Developer,6.4,0.52,140.13,60.9,0.452,API Integration,Critical,9.1,Not Started,0,4.7,1,2,1,2,280,4,0.395,Critical,0,0,0,0,0
227,11,IoT,In Progress,2042000,1074,8,Senior Developer,6.8,0.73,155.81,24.2,0.252,Data Migration,Medium,4.6,Blocked,36,200,17,1,1,2,283,3,0.7,High,83.4,6,0,0,0
228,11,IoT,In Progress,2042000,1074,39,Developer,2.6,0.76,99.95,21.1,0.229,Security Review,Critical,7.2,Completed,100,200,28,3,2,0,None,0,0,Low,203.3,28,0,0,0.017
229,11,IoT,In Progress,2042000,1074,23,Developer,3.8,0.67,92.32,37.4,0.358,DevOps Setup,High,8.5,Completed,100,67.5,6,2,2,1,285,2,0.77,Medium,63.6,8,1,2,0
230,11,IoT,In Progress,2042000,1074,107,Developer,3.5,0.51,101.59,64,0.466,Code Review,Medium,3.7,Completed,100,3.4,1,2,3,2,286,2,0.6,Medium,3.9,1,0,0,0.147
231,11,IoT,In Progress,2042000,1074,80,QA Engineer,4.4,0.68,93.57,46.7,0.454,API Integration,Medium,4.1,Blocked,30.7,3.6,1,0,0,0,None,0,0,Low,1.2,0,0,0,0
232,11,IoT,In Progress,2042000,1074,139,Project Manager,3.8,0.87,145.18,47,0.584,Bug Fixing,High,9.1,Blocked,19,37.6,12,0,0,2,289,1,0.305,Low,6.6,2,0,0,0
233,11,IoT,In Progress,2042000,1074,149,Senior Developer,4.1,0.99,145.44,63.2,0.894,Database Design,Medium,1.9,Completed,100,87.5,17,1,1,0,None,0,0,Low,100.3,20,1,3,0.146
234,11,IoT,In Progress,2042000,1074,36,Developer,2.2,0.91,101.16,69.4,0.902,Security Review,High,1.3,Completed,100,60.8,17,0,0,1,292,2,0.51,Medium,73.8,20,1,3,0.214
235,11,IoT,In Progress,2042000,1074,111,Project Manager,3.7,0.54,137.05,43.6,0.336,Testing & QA,High,3.7,Completed,100,68.2,12,0,0,1,293,3,0.28,High,106.7,16,1,4,0.565
236,11,IoT,In Progress,2042000,1074,145,Developer,6.6,0.73,115.93,30.5,0.318,Bug Fixing,Critical,1.5,Completed,100,7.5,1,3,3,1,294,3,0.45,High,7.1,1,0,0,0
237,11,IoT,In Progress,2042000,1074,143,QA Engineer,3.6,0.54,95.42,67.4,0.52,Bug Fixing,Low,3.3,In Progress,53.3,11.8,2,1,1,0,None,0,0,Low,6.2,1,0,0,0
238,11,IoT,In Progress,2042000,1074,48,Senior Developer,11.5,0.66,162.39,27.3,0.257,Security Review,Critical,5.3,In Progress,36.3,6.7,1,1,3,0,None,0,0,Low,3,0,0,0,0
239,11,IoT,In Progress,2042000,1074,8,Senior Developer,6.8,0.73,155.81,24.2,0.252,DevOps Setup,High,1.8,Completed,100,55.7,4,1,4,1,297,2,0.24,Medium,67.8,4,0,0,0.217
240,11,IoT,In Progress,2042000,1074,106,DevOps Engineer,0.5,0.83,100.37,32.6,0.387,Deployment,Medium,8.3,Blocked,33.8,15.4,1,1,2,1,298,2,0.41,Medium,5,0,0,0,0
241,11,IoT,In Progress,2042000,1074,39,Developer,2.6,0.76,99.95,21.1,0.229,Testing & QA,Medium,9.4,Not Started,0,6.9,1,1,2,1,299,2,0.14,Medium,0,0,0,0,0
242,12,Finance,Completed,103000,787,48,Senior Developer,11.5,0.66,162.39,27.3,0.257,Code Review,High,1.3,Completed,100,49.6,16,0,0,0,None,0,0,Low,57.6,18,1,2,0.161
243,12,Finance,Completed,103000,787,122,QA Engineer,3.1,0.69,83.36,66.6,0.656,Research,Medium,6.1,Completed,100,40.2,6,1,1,1,301,1,0.11,Low,52.3,5,0,0,0.301
244,12,Finance,Completed,103000,787,58,Project Manager,5,0.86,161.91,68.5,0.842,Database Design,Low,6.5,Completed,100,10.4,1,1,2,2,303,3,0.78,High,15.2,1,0,0,0.462
245,12,Finance,Completed,103000,787,4,Project Manager,4.9,0.92,140.8,64.4,0.846,Backend Development,Medium,6,Completed,100,25.5,2,2,2,0,None,0,0,Low,27.6,2,0,0,0.082
246,12,Finance,Completed,103000,787,106,DevOps Engineer,0.5,0.83,100.37,32.6,0.387,Bug Fixing,Medium,4.4,Completed,100,55.2,14,3,3,1,305,2,0.63,Medium,54,13,0,0,0
247,12,Finance,Completed,103000,787,52,UI/UX Designer,4.2,0.97,101.01,34.8,0.482,API Integration,High,7.1,Completed,100,9.2,1,0,0,2,306,2,0.655,Medium,12.3,0,0,0,0.337
248,12,Finance,Completed,103000,787,46,Developer,4.9,0.68,108.63,38.6,0.375,Deployment,Medium,8.4,Completed,100,21.1,2,1,3,0,None,0,0,Low,17.5,2,0,0,0
249,12,Finance,Completed,103000,787,113,Developer,1.5,0.56,94.97,22,0.176,Bug Fixing,Critical,5.5,Completed,100,5.4,1,1,3,0,None,0,0,Low,7.6,1,0,0,0.407
250,12,Finance,Completed,103000,787,84,Developer,5.8,0.95,106.1,66.9,0.908,Research,High,6.7,Completed,100,43.4,9,0,0,2,310,1,0.85,Low,50.7,12,1,3,0.168
251,12,Finance,Completed,103000,787,64,Senior Developer,7.6,0.66,159.28,57.5,0.542,Research,Medium,7.6,Completed,100,13.7,4,0,0,0,None,0,0,Low,18.9,4,0,0,0.38
252,12,Finance,Completed,103000,787,11,Developer,1.5,0.84,90.28,53,0.636,UI/UX Design,Medium,8.6,Completed,100,39.7,10,2,4,0,None,0,0,Low,43.7,11,1,1,0.101
253,12,Finance,Completed,103000,787,98,Developer,4,0.98,106.85,20.1,0.281,Performance Optimization,High,8.6,Completed,100,26.5,5,1,1,3,314,2,0.707,Medium,31.6,6,1,1,0.192
254,12,Finance,Completed,103000,787,147,Senior Developer,11.5,0.64,162.44,51,0.466,Code Review,Medium,1.4,Completed,100,3.7,1,3,4,0,None,0,0,Low,3.7,0,0,0,0
255,12,Finance,Completed,103000,787,10,Senior Developer,2.4,0.8,115.08,32.3,0.369,Performance Optimization,Medium,4.1,Completed,100,200,21,3,5,1,318,2,0.13,Medium,254,30,1,9,0.27
256,12,Finance,Completed,103000,787,117,Developer,2.9,0.69,102.71,20.8,0.205,Security Review,Low,8,Completed,100,28.3,6,1,6,0,None,0,0,Low,27.9,9,1,3,0
257,12,Finance,Completed,103000,787,63,Developer,0.5,0.86,82.55,56.6,0.695,Research,High,6.9,Completed,100,36.2,5,0,0,0,None,0,0,Low,52.9,4,0,0,0.461
258,12,Finance,Completed,103000,787,11,Developer,1.5,0.84,90.28,53,0.636,Security Review,Medium,3,Completed,100,56.4,3,3,5,0,None,0,0,Low,57.2,3,0,0,0.014
259,12,Finance,Completed,103000,787,13,Project Manager,5.1,0.66,151.2,54.6,0.515,Security Review,Medium,2.5,Completed,100,8.2,1,0,0,2,322,2,0.465,Medium,9,1,0,0,0.098
260,13,Logistics,Completed,52000,1283,116,QA Engineer,4.6,0.88,104.44,63.2,0.795,Bug Fixing,Low,3.1,Completed,100,25.3,1,0,0,0,None,0,0,Low,20.7,1,0,0,0
261,13,Logistics,Completed,52000,1283,29,Senior Developer,6.2,0.66,144.35,48.6,0.458,Frontend Development,High,9.3,Completed,100,50.1,10,0,0,0,None,0,0,Low,55.1,9,0,0,0.1
262,13,Logistics,Completed,52000,1283,140,QA Engineer,0.9,0.98,81.51,65.3,0.914,Database Design,High,1.3,Completed,100,21.5,1,2,1,0,None,0,0,Low,29.1,0,0,0,0.353
263,13,Logistics,Completed,52000,1283,83,Senior Developer,7.4,0.85,159.62,46.2,0.561,Database Design,Medium,6.3,Completed,100,161.1,25,2,1,0,None,0,0,Low,173.7,39,1,14,0.078
264,13,Logistics,Completed,52000,1283,117,Developer,2.9,0.69,102.71,20.8,0.205,Documentation,Low,7.4,Completed,100,31.7,1,3,2,0,None,0,0,Low,31.4,1,0,0,0
265,13,Logistics,Completed,52000,1283,52,UI/UX Designer,4.2,0.97,101.01,34.8,0.482,Performance Optimization,High,1.5,Completed,100,49.9,11,1,2,1,329,3,0.84,High,61.4,16,1,5,0.23
266,13,Logistics,Completed,52000,1283,65,Developer,5.4,0.83,109.42,32.9,0.39,Bug Fixing,Medium,8.4,Completed,100,2.6,1,3,2,1,330,3,0.11,High,3.8,0,0,0,0.462
